ResultID,score,x,y,Match_addr,City,Subregion,Postal,PostalExt,IN_Address,IN_City,IN_Postal
1788,100,-118.23085418800,33.95663249490,"8801 S Alameda St, Los Angeles, California, 90002",Los Angeles,Los Angeles County,90002,1842,8801 S Alameda St,Los Angeles,90002
1789,100,-118.25921358500,34.01704200590,"900 E 29th St, Los Angeles, California, 90011",Los Angeles,Los Angeles County,90011,2034,900 E 29th St,Los Angeles,90011
1790,100,-118.23500817600,34.04592365210,"900 E 3rd St, Los Angeles, California, 90013",Los Angeles,Los Angeles County,90013,,900 E 3rd St,Los Angeles,90013
1791,100,-118.25930681000,33.98717376120,"914 E 59th St, Los Angeles, California, 90001",Los Angeles,Los Angeles County,90001,,914 E 59th St,Los Angeles,90001
1792,100,-117.91807249100,34.00351893340,"918 Radecki Ct, Rowland Heights, California, 91748",Rowland Heights,Los Angeles,91748,1132,918 Radecki Ct,Los Angeles,91748
1793,100,-118.24964063200,34.03093588730,"921 E Pico Blvd, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,,921 E Pico Blvd,Los Angeles,90021
1794,100,-118.27869758700,34.03732955300,"940 W Washington Blvd, Los Angeles, California, 90015",Los Angeles,Los Angeles County,90015,3312,940 W Washington Blvd,Los Angeles,90015
1795,100,-118.22692159400,33.93804842720,"10650 S Alameda St, Los Angeles, California, 90002",Los Angeles,Los Angeles County,90002,3843,10650 S Alameda St,Lynwood,90262
1796,100,-118.22499192000,33.92915010290,"11600 Alameda St, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4003,11600 Alameda St,Lynwood,90262
1797,100,-118.22526387800,33.92696051580,"11711 S Alameda St, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,,11711 S Alameda St,Lynwood,90262
1798,100,-118.22443247700,33.92509767970,"11840 Alameda St, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4019,11840 Alameda St,Lynwood,90262
1799,100,-118.22423282000,33.92379546720,"11852 Alameda St, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4019,11852 Alameda St,Lynwood,90262
1800,99,-118.22396183300,33.92199868050,"12150 Alameda St, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4005,12150 S Alameda St,Lynwood,90262
1801,100,-118.22936355400,33.92612665030,"2520 Industry Way, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4015,2520 Industry Way,Lynwood,90262
1802,100,-118.22727620500,33.92371738980,"2588 Industry Way, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4015,2588 Industry Way,Lynwood,90262
1803,100,-118.22170869400,33.92996257820,"2700 E Imperial Hwy, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4017,2700 E Imperial Hwy,Lynwood,90262
1804,100,-118.22217456000,33.92345750890,"2820 Butler Ave, Lynwood, California, 90262",Lynwood,Los Angeles County,90262,4006,2820 Butler Ave,Lynwood,90262
1805,100,-117.28024897000,33.89955600910,"14950 Meridian Pkwy, March Air Reserve Base, California, 92518",March Air Reserve Base,Riverside County,92518,3041,14950 Meridian Pky,March Air Reserve Base,92518
1806,100,-117.13443252100,34.06445800980,"801 Opal Ave, Mentone, California, 92359",Mentone,San Bernardino County,92359,1514,801 Opal Ave,Mentone,92359
1807,99,-117.13509327400,34.08174839090,"9441 Opal Ave, Mentone, California, 92359",Mentone,San Bernardino County,92359,9900,9441 N Opal Ave,Mentone,92359
1808,100,-117.53168058500,34.01665417200,"11350 Riverside Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1450,11350 Riverside Dr,Mira Loma,91752
1809,100,-117.55392882500,34.03339274340,"12400 E Philadelphia St, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,12400 Philadelphia St,Mira Loma,91752
1810,100,-117.55832179300,34.02953024210,"3100 Milliken Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1023,3100 Milliken Ave,Mira Loma,91752
1811,100,-117.98798401700,34.14324748060,"801 Royal Oaks Dr, Monrovia, California, 91016",Monrovia,Los Angeles County,91016,3630,801 Royal Oaks Dr,Monrovia,91016
1812,100,-117.70521900500,34.06160250500,"4545 Brooks St, Montclair, California, 91763",Montclair,San Bernardino County,91763,4763,4545 Brooks St,Montclair,91763
1813,98,-117.69226762400,34.09519356870,"5161 Richton St, Montclair, California, 91763",Montclair,San Bernardino County,91763,1310,5161 Richton Rd,Montclair,91763
1814,100,-118.12593497200,33.98862010050,"1 Minson Way, Montebello, California, 90640",Montebello,Los Angeles County,90640,6744,1 Minson Way,Montebello,90640
1815,100,-118.12315846700,33.99298346790,"1150 S Taylor Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,6023,1150 S Taylor Ave,Montebello,90640
1816,99,-118.12109174100,33.99589295220,"1220 Washington Blvd, Montebello, California, 90640",Montebello,Los Angeles County,90640,6014,1220 W Washington Blvd,Montebello,90640
1817,100,-118.12171477600,33.99349332160,"1221 Frankel Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,,1221 Frankel Ave,Montebello,90640
1818,100,-118.12762132800,33.99339497740,"1501 Date St, Montebello, California, 90640",Montebello,Los Angeles County,90640,6324,1501 Date St,Montebello,90640
1819,100,-118.12659203900,33.98320301700,"1501 S Greenwood Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,6535,1501 Greenwood Ave,Montebello,90640
1820,100,-118.12199413700,33.98188360690,"1515 Gage Rd, Montebello, California, 90640",Montebello,Los Angeles County,90640,6613,1515 Gage Rd,Montebello,90640
1821,100,-118.12206806500,34.00141486620,"1520 Beach St, Montebello, California, 90640",Montebello,Los Angeles County,90640,5430,1520 Beach St,Montebello,90640
1822,100,-118.12622969300,33.98311073570,"1540 S Greenwood Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,6536,1540 S Greenwood Ave,Montebello,90640
1823,100,-118.13089429300,33.98491974170,"1550 S Maple Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,6508,1550 S Maple Ave,Montebello,90640
1824,100,-118.12710643000,33.98191641570,"1620 S Greenwood Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,6538,1620 S Greenwood Ave,Montebello,90640
1825,100,-118.13108012000,33.98462524360,"1620 S Maple Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,6510,1620 S Maple Ave,Montebello,90640
1826,100,-118.12560774300,34.00486716260,"2101 W Flotilla St, Montebello, California, 90640",Montebello,Los Angeles County,90640,4974,2101 W Flotilla St,Montebello,90640
1827,88,-118.12576633400,33.98857768580,"Minson Way, Montebello, California, 90640",Montebello,Los Angeles County,90640,,3579 Minson Ave,Montebello,90640
1828,100,-118.12242086000,33.97913924600,"666 Union St, Montebello, California, 90640",Montebello,Los Angeles County,90640,6624,666 Union St,Montebello,90640
1829,100,-118.12689629300,33.99982385520,"6905 E Acco St, Montebello, California, 90640",Montebello,Los Angeles County,90640,,6905 Acco St,Montebello,90640
1830,100,-118.12901113100,34.00070232060,"6913 E Acco St, Montebello, California, 90640",Montebello,Los Angeles County,90640,,6913 Acco St,Montebello,90640
1831,100,-118.13361883100,33.98504119550,"7107 Telegraph Rd, Montebello, California, 90640",Montebello,Los Angeles County,90640,6511,7107 Telegraph Rd,Montebello,90640
1832,100,-118.13099596600,33.98566598260,"7171 Telegraph Rd, Montebello, California, 90640",Montebello,Los Angeles County,90640,6511,7171 Telegraph Rd,Montebello,90640
1833,100,-118.13136896000,33.98280280830,"7227 Telegraph Rd, Montebello, California, 90640",Montebello,Los Angeles County,90640,6512,7227 Telegraph Rd,Montebello,90640
1834,100,-118.12778502600,33.98343899470,"7301 Telegraph Rd, Montebello, California, 90640",Montebello,Los Angeles County,90640,6501,7301 Telegraph Rd,Montebello,90640
1835,100,-118.12521667000,33.98042273330,"800 Union St, Montebello, California, 90640",Montebello,Los Angeles County,90640,,800 Union St,Montebello,90640
1836,100,-118.12490785400,34.00152705800,"825 S Vail Ave, Montebello, California, 90640",Montebello,Los Angeles County,90640,5417,825 S Vail Ave,Montebello,90640
1837,100,-118.12518035000,33.98031384400,"901 Union St, Montebello, California, 90640",Montebello,Los Angeles County,90640,6524,901 Union St,Montebello,90640
1838,100,-117.16237703200,33.93727997970,"12661 Aldi Pl, Moreno Valley, California, 92555",Moreno Valley,Riverside County,92555,6703,12661 Aldi Pl,Moreno Valley,92555
1839,100,-117.27011717700,33.91275101060,"14255 Elsworth St, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,9013,14255 Elsworth St,Moreno Valley,92553
1840,100,-117.25238878200,33.91239457010,"14300 Graham St, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8825,14300 Graham St,Moreno Valley,92553
1841,100,-117.24351251400,33.88923700610,"15810 Heacock St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9514,15810 Heacock St,Moreno Valley,92551
1842,100,-117.23708300700,33.88464900380,"16110 Cosmos St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,7308,16110 Cosmos St,Moreno Valley,92551
1843,100,-117.23928845400,33.88212659580,"16415 Cosmos St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9526,16415 Cosmos St,Moreno Valley,92551
1844,100,-117.24355953600,33.87744580580,"16850 Heacock St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9502,16850 Heacock St,Moreno Valley,92551
1845,100,-117.24367268900,33.87539773530,"16875 Heacock St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9554,16875 Heacock St,Moreno Valley,92551
1846,100,-117.23121902800,33.87101298840,"16901 San Celeste, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9501,16901 San Celeste,Moreno Valley,92551
1847,100,-117.22280896100,33.87259000160,"17100 Perris Blvd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9509,17100 Perris Blvd,Moreno Valley,92551
1848,100,-117.24371003900,33.87292369760,"17101 Heacock St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9560,17101 Heacock St,Moreno Valley,92551
1849,100,-117.22602249900,33.86974598000,"17300 Perris Blvd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9546,17300 Perris Blvd,Moreno Valley,92551
1850,100,-117.22602249900,33.86974598000,"17350 Perris Blvd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9546,17350 Perris Blvd,Moreno Valley,92551
1851,99,-117.22260704100,33.86755800990,"17500 Perris Blvd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9547,17500 N Perris Blvd,Moreno Valley,92551
1852,100,-117.23479743000,33.86151000570,"17783 Indian St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,,17783 Indian St,Moreno Valley,92551
1853,100,-117.22619105900,33.86200927380,"17791 Perris Blvd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9507,17791 Perris Blvd,Moreno Valley,92551
1854,100,-117.22278700100,33.86056699970,"17800 Perris Blvd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9520,17800 Perris Blvd,Moreno Valley,92551
1855,100,-117.23478770700,33.85989644740,"17825 Indian St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9533,17825 Indian St,Moreno Valley,92551
1856,100,-117.27540842100,33.91680537910,"22135 Alessandro Blvd, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8215,22135 Alessandro Blvd,Moreno Valley,92553
1857,100,-117.27429388000,33.91167724690,"22150 Goldencrest Dr, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,9117,22150 Goldencrest Dr,Moreno Valley,92553
1858,100,-117.26837742900,33.91535174750,"22705 Newhope St, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,,22705 Newhope St,Moreno Valley,92553
1859,100,-117.26348591800,33.91017776630,"22750 Cactus Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,9005,22750 Cactus Ave,Moreno Valley,92553
1860,99,-117.25670088000,33.91030735590,"23360 Cactus Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,,23360 Cactus Ave,Moreno Valley,92553
1861,100,-117.25464200500,33.91027751100,"23400 Cactus Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8903,23400 Cactus Ave,Moreno Valley,92553
1862,100,-117.25464200500,33.91027751100,"23400 Cactus Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8903,23400 Cactus Ave,Moreno Valley,92553
1863,100,-117.25141396600,33.91367750420,"23532 Brodiaea Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8823,23532 Brodiaea Ave,Moreno Valley,92553
1864,100,-117.24862606100,33.91367264270,"23650 Brodiaea Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8816,23650 Brodiaea Ave,Moreno Valley,92553
1865,100,-117.24885933000,33.91024913820,"23700 Cactus Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,8900,23700 Cactus Ave,Moreno Valley,92553
1866,100,-117.24598400200,33.91023124280,"23800 Cactus Ave, Moreno Valley, California, 92553",Moreno Valley,Riverside County,92553,,23800 Cactus Ave,Moreno Valley,92553
1867,100,-117.24167796700,33.88825246780,"24101 Iris Ave, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,6604,24101 Iris Ave,Moreno Valley,92551
1868,100,-117.24286040200,33.87004743510,"24103 San Michele Rd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9530,24103 San Michele Rd,Moreno Valley,92551
1869,100,-117.23549866000,33.87009579870,"24208 San Michele Rd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9561,24208 San Michele Rd,Moreno Valley,92551
1870,100,-117.23705400600,33.86651752230,"24300 Nandina Ave, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9534,24300 Nandina Ave,Moreno Valley,92551
1871,100,-117.23766898600,33.86646249510,"24385 Nandina Ave, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9521,24385 Nandina Ave,Moreno Valley,92551
1872,100,-117.23732054600,33.87013372410,"24520 San Michele Rd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9556,24520 San Michele Rd,Moreno Valley,92551
1873,100,-117.23278761700,33.86656877760,"24600 Nandina Ave, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,,24600 Nandina Ave,Moreno Valley,92551
1874,100,-117.22918968500,33.86655662390,"24870 Nandina Ave, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,,24870 Nandina Ave,Moreno Valley,92551
1875,100,-117.22750643100,33.87003813120,"24901 San Michele Rd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9544,24901 San Michele Rd,Moreno Valley,92551
1876,100,-117.22847957000,33.86273564950,"24950 Grove View Rd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9552,24950 Grove View Rd,Moreno Valley,92551
1877,100,-117.22860697500,33.87009747510,"24960 San Michele Rd, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9544,24960 San Michele Rd,Moreno Valley,92551
1878,100,-117.22806005600,33.86648483290,"24975 Nandina Ave, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9542,24975 Nandina Ave,Moreno Valley,92551
1879,100,-117.22485406200,33.86287051430,"25100 Globe St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9528,25100 Globe St,Moreno Valley,92551
1880,100,-117.21885102700,33.86291745300,"25300 Globe St, Moreno Valley, California, 92551",Moreno Valley,Riverside County,92551,9550,25300 Globe St,Moreno Valley,92551
1881,100,-117.17240019600,33.93726790970,"28010 Eucalyptus Ave, Moreno Valley, California, 92555",Moreno Valley,Riverside County,92555,4554,28010 Eucalyptus Ave,Moreno Valley,92555
1882,100,-117.17367734600,33.93727566300,"28015 Eucalyptus Ave, Moreno Valley, California, 92555",Moreno Valley,Riverside County,92555,,28015 Eucalyptus Ave,Moreno Valley,92555
1883,100,-117.16767498200,33.93764299990,"28020 Eucalyptus Ave, Moreno Valley, California, 92555",Moreno Valley,Riverside County,92555,4554,28020 Eucalyptus Ave,Moreno Valley,92555
1884,100,-117.17093202200,33.93678708190,"28025 Eucalyptus Ave, Moreno Valley, California, 92555",Moreno Valley,Riverside County,92555,,28025 Eucalyptus Ave,Moreno Valley,92555
1885,100,-117.14645560700,33.93548692290,"29800 Eucalyptus Ave, Moreno Valley, California, 92555",Moreno Valley,Riverside County,92555,6738,29800 Eucalyptus Ave,Moreno Valley,92555
1886,100,-117.18920901300,33.54433401190,"25720 Jefferson Ave, Murrieta, California, 92562",Murrieta,Riverside County,92562,6929,25720 Jefferson Ave,Murrieta,92562
1887,100,-117.12629252000,33.58768873550,"30590 Cochise Cir, Murrieta, California, 92563",Murrieta,Riverside County,92563,2501,30590 Cochise Cir,Murrieta,92563
1888,100,-117.13707458100,33.55834306380,"38655 Sky Canyon Dr, Murrieta, California, 92563",Murrieta,Riverside County,92563,2536,38655 Sky Canyon Dr,Murrieta,92563
1889,100,-117.56380741400,33.90944187710,"1900 2nd St, Norco, California, 92860",Norco,Riverside County,92860,2803,1900 2nd St,Norco,92860
1890,100,-117.56256322900,33.92976709670,"3390 Horseless Carriage Dr, Norco, California, 92860",Norco,Riverside County,92860,,3390 Horseless Carriage Dr,Norco,92860
1891,100,-118.49512813500,34.22255570730,"16633 Schoenborn St, North Hills, California, 91343",North Hills,Los Angeles County,91343,6113,16633 Schoenborn St,North Hills,91343
1892,100,-118.49582370300,34.22264732690,"16689 Schoenborn St, North Hills, California, 91343",North Hills,Los Angeles County,91343,6113,16689 Schoenborn St,North Hills,91343
1893,100,-118.49711766400,34.22262372650,"16719 Schoenborn St, North Hills, California, 91343",North Hills,Los Angeles County,91343,6115,16719 Schoenborn St,North Hills,91343
1894,100,-118.37530078300,34.19400543640,"11211 Vanowen St, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,6318,11211 Vanowen St,North Hollywood,91605
1895,100,-118.37722501600,34.20116249200,"11330 Sherman Wy, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,,11330 Sherman Way,North Hollywood,91605
1896,100,-118.38017603300,34.20116253390,"11428 Sherman Way, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,,11428 Sherman Way,North Hollywood,91605
1897,100,-118.38207998200,34.20116249200,"11500 Sherman Way, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,5827,11500 Sherman Way,North Hollywood,91605
1898,100,-118.38624606600,34.19761732960,"11651 Hart St, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,5802,11651 Hart St,North Hollywood,91605
1899,100,-118.37902243200,34.19577401790,"6904 Tujunga Ave, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,6212,6904 Tujunga Ave,North Hollywood,91605
1900,100,-118.37900248300,34.19924198850,"7100 Tujunga Ave, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,6216,7100 Tujunga Ave,North Hollywood,91605
1901,100,-118.39649249700,34.20346600660,"7306 Laurel Canyon Blvd, North Hollywood, California, 91605",North Hollywood,Los Angeles County,91605,3710,7306 Laurel Canyon Blvd,North Hollywood,91605
1902,100,-118.53758473800,34.22825820940,"18537 Parthenia St, Northridge, California, 91324",Northridge,Los Angeles County,91324,4026,18537 Parthenia St,Northridge,91324
1903,100,-118.56733001700,34.23183744970,"19901 Nordhoff St, Northridge, California, 91324",Northridge,Los Angeles County,91324,,19901 Nordhoff St,Northridge,91324
1904,100,-118.50260253000,34.22572100730,"8500 Balboa Blvd, North Hills, California, 91343",North Hills,Los Angeles County,91343,,8500 Balboa Blvd,Northridge,91329
1905,100,-118.09747832700,33.92104092240,"11100 Firestone Blvd, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,2269,11100 Firestone Blvd,Norwalk,90650
1906,99,-118.05784500100,33.89293250340,"12840 Leyva St, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,6852,12840 E Leyva St,Norwalk,90650
1907,100,-118.05836702600,33.89298753060,"12851 Leyva St, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,,12851 Leyva St,Norwalk,90650
1908,100,-118.04437893600,33.90223856900,"14405 Best Ave, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,,14405 Best Ave,Norwalk,90650
1909,100,-118.04658777000,33.89654958800,"14820 Carmenita Rd, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,9201,14820 Carmenita Rd,Norwalk,90650
1910,100,-118.05539895100,33.89290274230,"15301 Shoemaker Ave, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,,15301 Shoemaker Ave,Norwalk,90650
1911,100,-118.05542184300,33.89059826810,"15505 Shoemaker Ave, Norwalk, California, 90650",Norwalk,Los Angeles County,90650,,15505 Shoemaker Ave,Norwalk,90650
1912,100,-117.11685248500,33.83318047220,"19940 Hansen Ave, Nuevo, California, 92567",Nuevo,Riverside County,92567,9649,19940 Hansen Ave,Nuevo,92567
1913,100,-117.64625047200,34.06106153690,"100 E Main St, Ontario, California, 91761",Ontario,San Bernardino County,91761,1602,100 E Main St,Ontario,91761
1914,100,-117.63304822000,34.05155059140,"1000 S Cucamonga Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3461,1000 S Cucamonga Ave,Ontario,91761
1915,99,-117.52418749900,34.05438400990,"1000 Etiwanda Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,8612,1000 S Etiwanda Ave,Ontario,91761
1916,100,-117.53932588600,34.05332068170,"1000 Sarah Pl, Ontario, California, 91761",Ontario,San Bernardino County,91761,8621,1000 Sarah Pl,Ontario,91761
1917,100,-117.56552243500,34.05358098170,"1001 S Doubleday Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,1528,1001 Doubleday Ave,Ontario,91761
1918,100,-117.53295002400,34.05369698720,"1015 S Vintage Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3645,1015 S Vintage Ave,Ontario,91761
1919,100,-117.54983939100,34.06164491740,"102 S Wanamaker Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,8122,102 S Wanamaker Ave,Ontario,91761
1920,100,-117.53610388300,34.05192144870,"1040 S Vintage Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3632,1040 S Vintage Ave,Ontario,91761
1921,99,-117.62463320900,34.05215685440,"1041 Mildred St, Ontario, California, 91761",Ontario,San Bernardino County,91761,3500,1041 S Mildred St,Ontario,91761
1922,100,-117.61096533500,34.07683776290,"1050 N Vineyard Ave, Ontario, California, 91764",Ontario,San Bernardino County,91764,,1050 N Vineyard Ave,Ontario,91764
1923,100,-117.56200748400,34.05238299820,"1050 S Dupont Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,1578,1050 S Dupont Ave,Ontario,91761
1924,100,-117.53935910000,34.07604485580,"1051 N Wineville Ave, Ontario, California, 91764",Ontario,San Bernardino County,91764,5360,1051 N Wineville Ave,Ontario,91764
1925,100,-117.55462721800,34.05316498780,"1051 S Rockefeller Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,7867,1051 S Rockefeller Ave,Ontario,91761
1926,99,-117.53926251900,34.07547899710,"1060 Wineville Ave, Ontario, California, 91764",Ontario,San Bernardino County,91764,5300,1060 S Wineville Ave,Ontario,91764
1927,100,-117.63120596200,34.04948000980,"1090 E Belmont St, Ontario, California, 91761",Ontario,San Bernardino County,91761,4501,1090 E Belmont St,Ontario,91761
1928,99,-117.52418749900,34.05283700400,"1100 Etiwanda Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,8658,1100 S Etiwanda Ave,Ontario,91761
1929,99,-117.62472909900,34.05141706580,"1110 Mildred Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3512,1110 S Mildred Ave,Ontario,91761
1930,100,-117.52418749900,34.05151299860,"1150 Etiwanda Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,8613,1150 Etiwanda Ave,Ontario,91761
1931,100,-117.55834744200,34.05318300890,"1150 S Milliken Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,7840,1150 S Milliken Ave,Ontario,91761
1932,99,-117.62220396500,34.05035399090,"1151 Mildred St, Ontario, California, 91761",Ontario,San Bernardino County,91761,3503,1151 S Mildred St,Ontario,91761
1933,100,-117.63173402200,34.04121750690,"1175 E Francis St, Ontario, California, 91761",Ontario,San Bernardino County,91761,4602,1175 E Francis St,Ontario,91761
1934,100,-117.61533751000,34.05094701050,"1220 S Baker Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,7739,1220 S Baker Ave,Ontario,91761
1935,100,-117.55464465200,34.05151442350,"1251 S Rockefeller Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,2238,1251 S Rockefeller Ave,Ontario,91761
1936,100,-117.53613145900,34.04949404950,"1260 S Vintage Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3634,1260 S Vintage Ave,Ontario,91761
1937,100,-117.62707251000,34.04681008030,"1290 E Elm St, Ontario, California, 91761",Ontario,San Bernardino County,91761,4025,1290 E Elm St,Ontario,91761
1938,100,-117.53604579600,34.05216414670,"1291 S Vintage Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3649,1291 S Vintage Ave,Ontario,91761
1939,100,-117.63303011500,34.04980837090,"1310 S Cucamonga Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,4507,1310 S Cucamonga Ave,Ontario,91761
1940,100,-117.61534103100,34.04930952190,"1320 S Baker Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,7731,1320 S Baker Ave,Ontario,91761
1941,100,-117.59326745600,34.00669098090,"13610 S Archibald Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,,13610 S Archibald Ave,Ontario,91761
1942,100,-117.62496203100,34.04666201400,"1375 E Locust St, Ontario, California, 91761",Ontario,San Bernardino County,91761,4508,1375 E Locust St,Ontario,91761
1943,100,-117.53606314700,34.05072472250,"1391 S Vintage Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,3651,1391 S Vintage Ave,Ontario,91761
1944,100,-117.53934742800,34.04998099620,"1392 Sarah Pl, Ontario, California, 91761",Ontario,San Bernardino County,91761,1432,1392 Sarah Pl,Ontario,91761
1945,100,-117.64169750600,34.04747300500,"1400 S Campus Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,4330,1400 S Campus Ave,Ontario,91761
1946,100,-117.62297702800,34.04486749040,"1405 E Locust St, Ontario, California, 91761",Ontario,San Bernardino County,91761,4570,1405 E Locust St,Ontario,91761
1947,100,-117.64163581500,34.04793878740,"1425 S Campus Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,4366,1425 S Campus Ave,Ontario,91761
1948,100,-117.55565894700,34.04569226970,"1425 Toyota Way, Ontario, California, 91761",Ontario,San Bernardino County,91761,2203,1425 Toyota Way,Ontario,91761
1949,100,-117.62112823200,34.05320760980,"1450 E Mission Blvd, Ontario, California, 91761",Ontario,San Bernardino County,91761,2145,1450 E Mission Blvd,Ontario,91761
1950,100,-117.62244762700,34.04127194730,"1455 E Francis St, Ontario, California, 91761",Ontario,San Bernardino County,91761,8329,1455 E Francis St,Ontario,91761
1951,100,-117.58905705900,34.04541478680,"1460 S Hofer Ranch Rd, Ontario, California, 91761",Ontario,San Bernardino County,91761,2976,1460 S Hofer Ranch Rd,Ontario,91761
1952,100,-117.61972479000,34.04131099830,"1495 E Francis St, Ontario, California, 91761",Ontario,San Bernardino County,91761,8329,1495 E Francis St,Ontario,91761
1953,100,-117.62078935200,34.04489313910,"1495 E Locust St, Ontario, California, 91761",Ontario,San Bernardino County,91761,4570,1495 E Locust St,Ontario,91761
1954,98,-117.56534297800,34.04603601160,"1500 S Dupont Ave, Ontario, California, 91761",Ontario,San Bernardino County,91761,1406,1500 S Dupont St,Ontario,91761
