ResultID,score,x,y,Match_addr,City,Subregion,Postal,PostalExt,IN_Address,IN_City,IN_Postal,walk,bike,transit
1554,100,-118.01591892300,33.88367186470,"16301 Trojan Way, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5626,16301 Trojan Way,La Mirada,90638,21,38,0
1541,100,-118.01083409100,33.88526247530,"15005 Northam St, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5759,15005 Northam St,La Mirada,90638,30,40,0
1574,100,-117.67945848300,33.66443180650,"25862 Commercentre Dr, Lake Forest, California, 92630",Lake Forest,Orange County,92630,8877,25862 Commercentre Dr,Lake Forest,92630,26,19,0
1538,99,-118.01693603300,33.88803248470,"14720 Alondra Blvd, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5616,14720 E Alondra Blvd,La Mirada,90638,40,39,0
1530,100,-118.02313998200,33.88805746280,"14445 Alondra Blvd, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5504,14445 Alondra Blvd,La Mirada,90638,19,39,0
1437,100,-117.93907879800,34.11955997070,"5793 Martin Rd, Baldwin Park, California, 91706",Baldwin Park,Los Angeles County,91706,6211,5793 Martin Rd,Irwindale,91706,26,45,0
1556,100,-118.01581403100,33.88284651740,"16400 Trojan Way, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5630,16400 Trojan Way,La Mirada,90638,22,37,0
1482,100,-117.39250184800,34.01818625820,"2100 Avalon St, Jurupa Valley, California, 92509",Jurupa Valley,Riverside County,92509,2000,2100 Avalon St,Jurupa Valley,92509,12,27,19
1458,100,-117.52983303200,34.01137546110,"11296 Harrell St, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,11296 Harrell St,Jurupa Valley,91752,11,29,0
1507,100,-117.52448706800,34.00945981690,"4325 Etiwanda Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,3719,4325 Etiwanda Ave,Jurupa Valley,91752,17,31,0
1575,100,-117.67767012000,33.66441768300,"25952 Commercentre Dr, Lake Forest, California, 92630",Lake Forest,Orange County,92630,8815,25952 Commercentre Dr,Lake Forest,92630,29,22,0
1445,100,-117.52045210300,34.01767257320,"10888 San Sevaine Way, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,3268,10888 San Sevaine Way,Jurupa Valley,91752,12,29,0
1417,100,-117.70575377100,33.65983588330,"9750 Irvine Blvd, Irvine, California, 92618",Irvine,Orange County,92618,1675,9750 Irvine Blvd,Irvine,92618,29,50,13
1483,100,-117.37899047200,34.01393910590,"2345 Fleetwood Dr, Jurupa Valley, California, 92509",Jurupa Valley,Riverside County,92509,2410,2345 Fleetwood Dr,Jurupa Valley,92509,11,34,20
1545,100,-118.02402754200,33.89259701780,"15221 Canary Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5249,15221 Canary Ave,La Mirada,90638,20,45,0
1514,100,-117.48415745700,34.00009697960,"4851 Felspar St, Jurupa Valley, California, 92509",Jurupa Valley,Riverside County,92509,3024,4851 Felspar St,Jurupa Valley,92509,53,41,15
1595,100,-118.22546202600,33.83730499720,"2400 E Dominguez St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1012,2400 E Dominguez St,Long Beach,90810,42,43,0
1517,100,-117.45496999400,33.97000498320,"6580 General Rd, Jurupa Valley, California, 92509",Jurupa Valley,Riverside County,92509,0103,6580 General Rd,Jurupa Valley,92509,32,28,21
1611,99,-118.21256244500,33.83092498590,"3900 Via Oro Ave, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,,3900 Via Oro,Long Beach,90810,32,35,39
1613,100,-118.14666602700,33.82490275070,"4022 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,4022 Conant St,Long Beach,90846,26,51,32
1509,100,-117.50988202100,34.01247499700,"4388 Serrano Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1144,4388 Serrano Dr,Jurupa Valley,91752,20,32,0
1475,100,-117.54499808800,34.02622370700,"11888 Mission Blvd, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1003,11888 Mission Blvd,Jurupa Valley,91752,4,27,0
1606,98,-118.15029242200,33.80139435650,"3600 E Burnett St, Long Beach, California, 90815",Long Beach,Los Angeles County,90815,1730,3600 E Burnett Ave,Long Beach,90809,45,54,32
1587,100,-118.21774887300,33.78991732620,"1901 W Pacific Coast Hwy, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,,1901 W Pacific Coast Hwy,Long Beach,90810,63,82,46
1610,100,-118.14275006000,33.82987395890,"3855 N Lakewood Blvd, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,1727,3855 N Lakewood Blvd,Long Beach,90808,37,58,35
1580,100,-118.20909971300,33.83566943640,"1431 W Via Plata St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1460,1431 W Via Plata St,Long Beach,90810,21,32,42
1614,100,-118.14463034500,33.82504609400,"4175 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,4175 E Conant St,Long Beach,90808,30,59,33
1602,100,-118.13932606900,33.81446649030,"3205 N Lakewood Blvd, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,1733,3205 N Lakewood Blvd,Long Beach,90808,23,41,32
1559,100,-118.01153895700,33.88043159330,"16651 Knott Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,,16651 Knott Ave,La Mirada,90638,16,38,0
1579,100,-118.19173878300,33.74231156870,"1281 Pier G Way, Long Beach, California, 90802",Long Beach,Los Angeles County,90802,6353,1281 Pier G Way,Long Beach,90802,12,31,0
1455,100,-117.52907029200,34.02294797540,"11201 Iberia St, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,3280,11201 Iberia St,Jurupa Valley,91752,1,25,0
1533,100,-118.02191798500,33.87340748860,"14501 Artesia Blvd, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5805,14501 Artesia Blvd,La Mirada,90638,20,40,0
1590,100,-118.22063002700,33.80625901460,"2131 W Willow St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,3043,2131 W Willow St,Long Beach,90810,72,52,39
1617,100,-118.14035288900,33.82513732900,"4501 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,1767,4501 E Conant St,Long Beach,90808,30,47,35
1586,100,-118.17034196000,33.81889255430,"1800 E Wardlow Rd, Long Beach, California, 90807",Long Beach,Los Angeles County,90807,4931,1800 E Wardlow Rd,Long Beach,90807,61,52,38
1598,100,-118.16318700000,33.88097249150,"2500 E Thompson St, Long Beach, California, 90805",Long Beach,Los Angeles County,90805,1836,2500 E Thompson St,Long Beach,90805,60,56,37
1523,100,-118.03220155200,33.90255732250,"14041 Rosecrans Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,,14041 Rosecrans Ave,La Mirada,90638,50,51,0
1567,100,-118.03478747500,33.86051599580,"6901 Marlin Cir, La Palma, California, 90623",La Palma,Orange County,90623,1018,6901 Marlin Cir,La Palma,90623,51,53,0
1528,100,-118.02422803700,33.87338749780,"14405 Artesia Blvd, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,,14405 Artesia Blvd,La Mirada,90638,18,41,0
1585,100,-118.21053729300,33.78886291930,"1711 Harbor Ave, Long Beach, California, 90813",Long Beach,Los Angeles County,90813,1300,1711 Harbor Ave,Long Beach,90813,72,82,45
1582,100,-118.21104804800,33.83914127150,"1500 W Dominguez St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,,1500 W Dominguez St,Long Beach,90810,25,32,46
1597,100,-118.16251183800,33.81897130230,"2401 E Wardlow Rd, Long Beach, California, 90807",Long Beach,Los Angeles County,90807,5309,2401 E Wardlow Rd,Long Beach,90807,20,37,33
1573,100,-117.68711535200,33.66602780470,"25392 Commercentre Dr, Lake Forest, California, 92630",Lake Forest,Orange County,92630,8823,25392 Commercentre Dr,Lake Forest,92630,26,24,0
1592,100,-118.22142748100,33.79064935440,"2200 Technology Pl, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,3801,2200 Technology Pl,Long Beach,90810,44,76,44
1454,98,-117.52781761700,34.00416781850,"11180 Cantu Galleano Ranch Rd, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1432,11180 Cantu Galleano Ranch St,Jurupa Valley,91752,18,31,0
1513,100,-117.54198328500,34.00502474230,"4550 Wineville Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,3723,4550 Wineville Ave,Jurupa Valley,91752,10,28,0
1443,100,-117.51721093800,34.01641825440,"10800 San Sevaine Way, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1116,10800 San Sevaine Way,Jurupa Valley,91752,13,30,0
1578,100,-118.20275511500,33.86489344480,"105 W Victoria St, Long Beach, California, 90805",Long Beach,Los Angeles County,90805,2162,105 W Victoria St,Long Beach,90805,47,47,50
1577,100,-118.20275511500,33.86489344480,"105 W Victoria St, Long Beach, California, 90805",Long Beach,Los Angeles County,90805,2162,105 W Victoria St,Long Beach,90805,47,47,50
1562,99,-118.03340580200,33.86608748880,"14000 183rd St, La Palma, California, 90623",La Palma,Orange County,90623,1010,14000 E 183rd St,La Palma,90623,31,55,0
1478,100,-117.54688286400,33.99831733930,"11991 Landon Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,,11991 Landon Dr,Jurupa Valley,91752,1,25,0
1596,100,-118.16276203800,33.81706299440,"2400 E Wardlow Rd, Long Beach, California, 90807",Long Beach,Los Angeles County,90807,5310,2400 E Wardlow Rd,Long Beach,90807,22,33,34
1608,100,-118.15004092100,33.82501734210,"3701 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,3701 Conant St,Long Beach,90808,19,54,31
1652,100,-118.19058900800,34.01648275670,"1401 S Hicks Ave, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,3240,1401 S Hicks Ave,Los Angeles,90023,63,51,0
1550,100,-118.02591447600,33.88647269640,"16000 Heron Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5513,16000 Heron Ave,La Mirada,90638,29,44,0
1607,100,-118.15007054000,33.82759307720,"3700 Cover St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,3700 Cover St,Long Beach,90808,25,64,33
1581,100,-118.21032162700,33.83591397840,"1483 W Via Plata St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1460,1483 W Via Plata St,Long Beach,90810,21,32,42
1635,100,-118.23817963600,34.03670171460,"1205 Wholesale St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,1229,1205 Wholesale St,Los Angeles,90021,85,73,73
1491,100,-117.53086078300,34.02587392650,"3401 Etiwanda Ave, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,1133,3401 Etiwanda Ave,Jurupa Valley,91752,10,28,0
1565,100,-118.03096499200,33.86270752820,"5911 Fresca Dr, La Palma, California, 90623",La Palma,Orange County,90623,1056,5911 Fresca Dr,La Palma,90623,46,56,0
1553,100,-118.02152621500,33.88455617420,"16222 Phoebe Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5610,16222 Phoebe Ave,La Mirada,90638,23,37,0
1561,100,-118.02873364600,33.87805403860,"16930 Valley View Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5826,16930 Valley View Ave,La Mirada,90638,25,44,0
1651,100,-118.19496127400,34.01647235960,"1400 Los Palos St, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,3268,1400 Los Palos St,Los Angeles,90023,65,50,49
1670,100,-118.14572297000,34.10781746920,"1816 Oak St, South Pasadena, California, 91030",South Pasadena,Los Angeles,91030,4850,1816 Oak St,Los Angeles,90015,60,63,49
1645,100,-118.24662490700,34.02865969760,"1334 S Central Ave, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,,1334 S Central Ave,Los Angeles,90021,67,74,64
1609,100,-118.14877891400,33.82490275070,"3788 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,3788 Conant St,Long Beach,90846,19,54,31
1654,100,-118.18617252500,34.01444298400,"1430 S Eastman Ave, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,,1430 S Eastman Ave,Los Angeles,90023,44,50,0
1650,100,-118.23879931000,34.03509989100,"1396 E 7th St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,,1396 E 7th St,Los Angeles,90021,63,74,72
1615,100,-118.14462735500,33.82493152950,"4184 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,4184 Conant St,Long Beach,90846,29,49,33
1671,100,-118.23941672100,33.98041773770,"1853 E 65th St, Los Angeles, California, 90001",Los Angeles,Los Angeles County,90001,,1853 E 65th St,Los Angeles,90001,82,54,61
1636,100,-118.23802851100,34.03812328540,"1206 E 6th St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,1289,1206 E 6th St,Los Angeles,90021,87,73,75
1529,100,-118.02447605800,33.88805205650,"14407 Alondra Blvd, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5504,14407 Alondra Blvd,La Mirada,90638,19,39,0
1594,100,-118.15132094300,33.79759005210,"2300 Redondo Ave, Long Beach, California, 90806",Long Beach,Los Angeles County,90806,1250,2300 Redondo Ave,Long Beach,90809,49,55,32
1677,100,-118.23660618500,34.02965739560,"2000 E 8th St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,2474,2000 E 8th St,Los Angeles,90021,57,69,59
1656,99,-118.18186079100,34.05908428790,"1506 Knowles Ave, Los Angeles, California, 90063",Los Angeles,Los Angeles County,90063,1607,1506 N Knowles Ave,Los Angeles,90063,58,50,47
1584,100,-118.21688398600,33.77664600210,"1710 Pier B St, Long Beach, California, 90813",Long Beach,Los Angeles County,90813,2603,1710 Pier B St,Long Beach,90813,13,39,43
1643,100,-118.27841754900,33.91166098600,"13255 S Broadway, Los Angeles, California, 90061",Los Angeles,Los Angeles County,90061,1123,13255 S Broadway,Los Angeles,90061,39,37,41
1619,100,-118.13704383500,33.82501713800,"4800 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,1878,4800 Conant St,Long Beach,90808,27,52,35
1557,100,-118.02876868100,33.88153336400,"16420 Valley View Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5821,16420 Valley View Ave,La Mirada,90638,26,45,0
1630,100,-118.25207373000,34.03548390790,"1057 S San Pedro St, Los Angeles, California, 90015",Los Angeles,Los Angeles County,90015,2321,1057 S San Pedro St,Los Angeles,90015,93,77,93
1548,100,-118.02900253700,33.89056298130,"15500 Valley View Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5230,15500 Valley View Ave,La Mirada,90638,24,46,0
1646,100,-118.27393256000,33.91099701350,"13344 S Main St, Los Angeles, California, 90061",Los Angeles,Los Angeles County,90061,1637,13344 S Main St,Los Angeles,90061,60,53,44
1612,94,-118.14624994000,33.82854499550,"Worsham Ave, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,,4001 Worsham Ave,Long Beach,90808,34,64,34
1624,98,-118.21192311100,33.75000343840,"Pier F Ave, Long Beach, California, 90802",Long Beach,Los Angeles County,90802,,Pier F,Long Beach,90802,7,27,0
1542,100,-118.00912596200,33.88340576150,"15090 Northam St, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5757,15090 Northam St,La Mirada,90638,19,36,0
1600,100,-118.22029508600,33.83921854380,"2649 E Dominguez St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1348,2649 E Dominguez St,Long Beach,90810,40,41,0
1626,99,-118.06601702100,33.80673799840,"10811 Bloomfield St, Los Alamitos, California, 90720",Los Alamitos,Orange County,90720,,10811 Bloomfield,Los Alamitos,90720,73,74,0
1639,100,-118.41761740800,33.97983871590,"12655 Beatrice St, Los Angeles, California, 90066",Los Angeles,Los Angeles County,90066,,12655 Beatrice St,Los Angeles,90066,66,75,45
1616,100,-118.14195274900,33.82502273760,"4350 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,1868,4350 Conant St,Long Beach,90846,24,46,34
1679,100,-118.23968544500,34.01787269120,"2001 S Alameda St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1015,2001 S Alameda St,Los Angeles,90058,65,66,55
1678,100,-118.23673308700,34.10167118730,"2000 N San Fernando Rd, Los Angeles, California, 90065",Los Angeles,Los Angeles County,90065,1267,2000 N San Fernando Rd,Los Angeles,90065,67,68,49
1461,100,-117.37838622100,34.03031252510,"1135 Hall Ave, Jurupa Valley, California, 92509",Jurupa Valley,Riverside County,92509,1870,1135 Hall Ave,Jurupa Valley,92509,7,20,0
1672,100,-118.23893576800,33.99297240380,"1861 E 55th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,3836,1861 E 55th St,Los Angeles,90058,66,50,58
1629,99,-118.24919479800,34.03305202440,"1050 Stanford Ave, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,2056,1050 S Stanford Ave,Los Angeles,90021,76,75,84
1634,100,-118.22052250000,34.02960442460,"1151 S Boyle Ave, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,2109,1151 S Boyle Ave,Los Angeles,90023,61,56,59
1526,100,-118.02535973900,33.87514340950,"14355 Industry Cir, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5810,14355 Industry Cir,La Mirada,90638,20,43,0
1647,100,-118.23423025100,34.03820995430,"1340 E 6th St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,1272,1340 E 6th St,Los Angeles,90021,79,70,70
1535,100,-118.01859975700,33.88576568290,"14647 Northam St, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5619,14647 Northam St,La Mirada,90638,20,37,0
1623,100,-118.16876314500,33.88146417400,"6979 Cherry Ave, Long Beach, California, 90805",Long Beach,Los Angeles County,90805,1720,6979 Cherry Ave,Long Beach,90805,62,60,38
1620,100,-118.19992999500,33.78263751220,"625 W Anaheim St, Long Beach, California, 90813",Long Beach,Los Angeles County,90813,2817,625 W Anaheim St,Long Beach,90813,80,84,63
1259,100,-117.90691249000,33.86777099400,"350 S Raymond Ave, Fullerton, California, 92831",Fullerton,Orange County,92831,,350 S Raymond Ave,Fullerton,92831,52,61,36
1649,100,-118.27837253800,33.90588099320,"13900 S Broadway, Los Angeles, California, 90061",Los Angeles,Los Angeles County,90061,1016,13900 S Broadway,Los Angeles,90061,30,44,51
1641,100,-118.27386089500,33.91575332450,"12822 S Main St, Los Angeles, California, 90061",Los Angeles,Los Angeles County,90061,1602,12822 S Main St,Los Angeles,90061,63,59,47
1648,100,-118.28271252000,33.90897399930,"13500 S Figueroa St, Los Angeles, California, 90061",Los Angeles,Los Angeles County,90061,1035,13500 S Figueroa St,Los Angeles,90061,34,47,49
1665,100,-118.25082859900,34.02567435710,"1800 Essex St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,3085,1800 Essex St,Los Angeles,90021,87,77,65
1633,100,-118.37905746800,33.93296501780,"11201 Aviation Blvd, Los Angeles, California, 90045",Los Angeles,Los Angeles County,90045,,11201 Aviation Blvd,Los Angeles,90045,26,43,61
1618,100,-118.13935780500,33.82502273760,"4600 E Conant St, Long Beach, California, 90808",Long Beach,Los Angeles County,90808,1874,4600 Conant St,Long Beach,90846,30,47,35
1657,100,-118.24356844600,34.02470255920,"1515 E 15th St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,,1515 E 15th St,Los Angeles,90021,71,73,62
1637,100,-118.38520282800,33.86472551330,"1208 Stanford Ave, Redondo Beach, California, 90278",Redondo Beach,Los Angeles,90278,4042,1208 Stanford Ave,Los Angeles,90021,80,52,0
1583,100,-118.21458633900,33.82796797610,"1665 Hughes Way, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1835,1665 Hughes Way,Long Beach,90810,46,46,40
1655,100,-118.23925528600,34.02414805440,"1444 S Alameda St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,2433,1444 S Alameda St,Los Angeles,90021,57,67,59
1631,100,-118.23292963100,34.06378892440,"1100 N Main St, Los Angeles, California, 90012",Los Angeles,Los Angeles County,90012,1832,1100 N Main St,Los Angeles,90012,91,57,83
1662,100,-118.21416613600,34.06224969890,"1731 Workman St, Los Angeles, California, 90031",Los Angeles,Los Angeles County,90031,3381,1731 Workman St,Los Angeles,90031,76,62,66
1558,100,-118.01808200700,33.88208497960,"16501 Trojan Way, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5902,16501 Trojan Way,La Mirada,90638,15,36,0
1572,100,-117.65849266100,33.66925274190,"20200 Windrow Dr, Lake Forest, California, 92630",Lake Forest,Orange County,92630,8152,20200 Windrow Dr,Lake Forest,92630,26,37,0
1570,100,-117.98274155600,34.03274952160,"420 S 6th Ave, La Puente, California, 91746",La Puente,Los Angeles County,91746,,420 S 6th Ave,La Puente,91746,40,46,0
1681,100,-118.23646981200,34.01922796110,"2045 E Washington Blvd, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,3208,2045 E Washington Blvd,Los Angeles,90021,47,59,56
1591,100,-118.23017399700,33.84168299090,"2161 E Dominguez St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1000,2161 E Dominguez St,Long Beach,90810,12,30,0
1716,100,-118.27635476300,34.01990957750,"3401 S Grand Ave, Los Angeles, California, 90089",Los Angeles,Los Angeles County,90089,4314,3401 S Grand Ave,Los Angeles,90007,89,98,79
1549,100,-118.02894252300,33.88687900910,"15910 Valley View Ave, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5537,15910 Valley View Ave,La Mirada,90638,36,53,0
1588,100,-118.23337898500,33.83923752880,"2001 E Dominguez St, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,,2001 E Dominguez St,Long Beach,90810,20,33,0
1696,100,-118.18532763000,34.00369298370,"2615 S Bonnie Beach Pl, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,4311,2615 S Bonnie Beach Pl,Los Angeles,90058,19,31,0
1706,100,-118.21624075900,34.08370491310,"300 W Avenue 33, Los Angeles, California, 90031",Los Angeles,Los Angeles County,90031,3503,300 W Avenue 33,Los Angeles,90031,77,72,68
1638,100,-118.25041327500,34.03137065660,"1226 Stanford Ave, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,2110,1226 Stanford Ave,Los Angeles,90021,74,75,77
1576,100,-118.20190703400,33.86485254110,"100 W Victoria St, Long Beach, California, 90805",Long Beach,Los Angeles County,90805,2147,100 W Victoria St,Long Beach,90805,42,46,46
1684,100,-118.22571658400,34.03473670320,"2155 E 7th St, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,1000,2155 E 7th St,Los Angeles,90023,66,69,62
1690,100,-118.36895115600,34.03637632920,"2340 S Fairfax Ave, Los Angeles, California, 90016",Los Angeles,Los Angeles County,90016,1005,2340 S Fairfax Ave,Los Angeles,90016,57,63,64
1644,100,-118.27398746200,33.91115501240,"13301 S Main St, Los Angeles, California, 90061",Los Angeles,Los Angeles County,90061,1611,13301 S Main St,Los Angeles,90061,55,51,44
1695,100,-118.21985252100,34.01359599270,"2600 S Soto St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,8015,2600 S Soto St,Los Angeles,90058,32,43,0
1709,100,-118.21420786000,34.00870745140,"3033 Bandini Blvd, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,4109,3033 Bandini Blvd,Los Angeles,90058,20,32,0
1668,100,-118.23867324700,34.02752151900,"1807 E Olympic Blvd, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,2419,1807 E Olympic Blvd,Los Angeles,90021,55,68,59
1700,100,-118.21768112200,34.02086971770,"2824 E 12th St, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,3622,2824 E 12th St,Los Angeles,90023,71,62,54
1686,100,-118.23389472400,34.00803736600,"2230 E 38th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1629,2230 E 38th St,Los Angeles,90058,33,39,0
1660,100,-118.23656120300,34.03158816090,"1701 Bay St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,1655,1701 Bay St,Los Angeles,90021,64,71,64
1705,100,-118.23976582800,34.01253111380,"2931 S Alameda St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1326,2931 S Alameda St,Los Angeles,90058,69,66,56
1563,100,-118.03532341400,33.86266184680,"5593 Fresca Dr, La Palma, California, 90623",La Palma,Orange County,90623,1006,5593 Fresca Dr,La Palma,90623,62,65,0
1599,100,-118.15632901100,33.80544299440,"2600 Temple Ave, Long Beach, California, 90806",Long Beach,Los Angeles County,90806,2209,2600 Temple Ave,Long Beach,90806,51,44,35
1711,100,-118.21223127600,34.01566959170,"3100 E Washington Blvd, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,4224,3100 E Washington Blvd,Los Angeles,90023,35,44,47
1676,100,-118.23453300600,34.01766100620,"1995 E 20th St, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,1000,1995 E 20th St,Los Angeles,90058,43,56,54
1694,100,-118.22382378300,34.02572720500,"2555 E Olympic Blvd, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,2605,2555 E Olympic Blvd,Los Angeles,90023,46,48,58
1593,100,-118.16587255500,33.85441135820,"2201 E Market St, Long Beach, California, 90805",Long Beach,Los Angeles County,90805,5556,2201 E Market St,Long Beach,90805,66,67,40
1713,100,-118.21067542700,34.01504790600,"3170 E Washington Blvd, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,4224,3170 E Washington Blvd,Los Angeles,90023,36,45,0
1702,100,-118.21519243400,33.99645298910,"2900 Fruitland Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,,2900 Fruitland Ave,Los Angeles,90058,37,38,0
1503,100,-117.51854069400,34.02181034160,"3650 Dulles Dr, Mira Loma, California, 91752",Mira Loma,Riverside County,91752,3260,3650 Dulles Dr,Jurupa Valley,91752,9,29,0
1708,100,-118.21190074100,34.01090566780,"3001 Sierra Pine Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,4120,3001 Sierra Pine Ave,Los Angeles,90058,17,32,0
1687,100,-118.22469751300,34.03667640130,"2233 Jesse St, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,1006,2233 Jesse St,Los Angeles,90023,64,68,62
1688,100,-118.26377168200,34.02605141700,"2250 Maple Ave, Los Angeles, California, 90011",Los Angeles,Los Angeles County,90011,1190,2250 Maple Ave,Los Angeles,90011,89,80,86
1680,100,-118.19639199300,34.06585787150,"2011 N Soto St, Los Angeles, California, 90032",Los Angeles,Los Angeles County,90032,3628,2011 N Soto St,Los Angeles,90032,56,51,53
1589,100,-118.21388661800,33.84006930690,"20974 S Santa Fe Ave, Long Beach, California, 90810",Long Beach,Los Angeles County,90810,1104,20974 S Santa Fe Ave,Long Beach,90810,32,34,0
1532,100,-118.02535895200,33.87751272990,"14455 Industry Cir, La Mirada, California, 90638",La Mirada,Los Angeles County,90638,5812,14455 Industry Cir,La Mirada,90638,12,39,0
1721,100,-118.19633399100,34.01881255400,"3700 E Olympic Blvd, Los Angeles, California, 90023",Los Angeles,Los Angeles County,90023,,3700 E Olympic Blvd,Los Angeles,90023,76,52,50
1760,100,-118.20854281900,33.99168054290,"5685 Alcoa Ave, Los Angeles, California, 90058",Los Angeles,Los Angeles County,90058,3728,5685 Alcoa Ave,Los Angeles,90058,50,47,0
1773,100,-118.39003760400,33.94393911910,"6040 Avion Dr, Los Angeles, California, 90045",Los Angeles,Los Angeles County,90045,5648,6040 Avion Dr,Los Angeles,90045,36,39,59
1673,100,-118.23386647700,34.03057697420,"1900 Sacramento St, Los Angeles, California, 90021",Los Angeles,Los Angeles County,90021,1609,1900 Sacramento St,Los Angeles,90021,66,69,61
